PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1377983,Portrait of Sergeant Cyril Donkin,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 42nd Batt., 11th Brigade. Son of Mr. Henry Donkin (C.T.A. of Qld.).","Cyril Donkin, Service Number - 78",Cyril Donkin,NAA person ID: 150149,HMAT Borda A30,5/06/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465095
1377987,Portrait of Norman M. P. Mowat,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Ist A.G.H. Special Reinforcements. Sons of Mr. G.I.Mowat (Club Member, C.T.Q. of Queensland).","Norman Marshall Patterson Mowat, Service Number - 1600",Norman Marshall Patterson Mowat,NAA person ID: 251889,HMAT Karoola A63,12/06/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465096
1377991,Portrait of Tom W.W. Mowat,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): ""D"" Coy., 41st Battalion. Sons of Mr. G.I.Mowat (Club Member, C.T.Q. of Queensland).","Thomas Mowat, Service Number - 925",Thomas William Wale Mowat,NAA person ID: 251891,HMAT Demosthenes A64,18/05/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465097
1377995,Portrait of Will D. F. Mowat,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Ist A.G.H. Sons of Mr. G.I.Mowat (Club Member, C.T.Q. of Queensland).","William Duncan Finlayson Mowat, Service Number - 466",William Duncan Finlayson Mowat,NAA person ID: 252134,HMAT Euripides A14,10/05/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465098
1377999,Portrait of Sergeant Cedric A. Bell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 12th Reinforcements, 25th battalion, 7th Infantry Brigade. Son of Mr. E. Austin Bell (Club Member, C.T.A. of Queensland).","Cedric Austen Bell, Service Number - 4794",Cedric Austin Bell,NAA person ID: 62501,RMS Mooltan,12/04/1915,"Photograph appears on page 24D of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0024D-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465099
1378003,Portrait of Private H.C. Bryan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A.M.C. Sons of Mr. W. Bryan (Club Member, C.T.A. of Qld.). Gunner Bryan is a Master of Science (Queensland University), and saw active service on Gallipoli.","Horace Charles Bryan, Service Number - 15458",Horace Charles Bryan,NAA person ID: 103183,HMAT Boonah A36,21/10/1916,"Photograph appears on page 24D of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0024D-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465100
1378007,Portrait of Gunner W.H. Bryan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 7th Battery, 3rd F.A.Brigade. Sons of Mr. W. Bryan (Club Member, C.T.A. of Qld.). Gunner Bryan is a Master of Science (Queensland University), and saw active service on Gallipoli.","Walter Heywood Bryan, Service Number - 5339/5330",Walter Heywood Bryan,NAA person ID: 103210,HMAT Hororata A20,27/09/1915,"Photograph appears on page 24D of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0024D-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465101
1378011,Portrait of Private F.C. Ellis,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Reinforcements, 15th Battalion. Son of Mr. F. Ellis (Club Member, C.T.A. of Queensland).","Frank Clifford Ellis, Service Number - 2743",Frank Clifford Ellis,NAA person ID: 160086,HMAT Ayrshire A33,1/09/1915,"Photograph appears on page 24D of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0024D-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465102
1378015,Portrait of Lieutenant Cyril O. Thompson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Club Member, C.T.A. of Qld.).","Cyril Oliver Thompson, Service Number - Lieutenant",Cyril Oliver Thompson,NAA person ID: 14579,HMAT Star of Victoria A16,31/03/1916,"Photograph appears on page 24D of 'The Australasian Traveller', Vol. 12, No. 6, 3 August 1916",Image number: 684723-v012n006-s0024D-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465103
1378019,Portrait of Nugent E. Abell,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): (Full member of the C.T.A. of Qld.).,"Nugent Edward Abell, Service Number - 6121",Nugent Edward Abell,NAA person ID: 67786,HMAT Itonus A50,8/08/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 7, 3 September 1916",Image number: 684723-v012n007-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 September 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465104
1378023,Portrait of Lieutenant Vivian S. Cooper,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): 26th Battalion. Son of Mr. P.E.S. Cooper (C.T.A. of Queensland).,"Vivian Stewart Cooper, Service Number - Captain",Vivian Stewart Camper,NAA person ID: 127646,HMAT Shropshire A9,17/08/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 7, 3 September 1916",Image number: 684723-v012n007-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 September 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465105
1378027,Portrait of Private W.G. Coxon,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. W.G. Coxon (Club Member, C.T.A. of Queensland).","William George Coxon, Service Number - 5702",William George Coxon,NAA person ID: 131342,HMAT Clan McGillivray A46,7/09/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 7, 3 September 1916",Image number: 684723-v012n007-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 September 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465106
1378031,Portrait of Private A.P. Frankel,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 2nd Reinforcements, 4th Cyclists Corps, 4th Australian Division. Son of Mr. P. Frankel (C.T.A. of Queensland).","Alan Philip Frankel, Service Number - 382",Alan Philip Frankel,NAA person ID: 176539,HMAT Clan McGillivray A46,1/05/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 7, 3 September 1916",Image number: 684723-v012n007-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 September 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465015
1378035,Portrait of Corporal J.G. Phillips,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. A.S. Phillips (Club Member, C.T.A. of Queensland).","James Graham Phillips, Service Number - 27951",James Graham Phillips,NAA person ID: 53266,HMAT Ascanius A11,25/10/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 7, 3 September 1916",Image number: 684723-v012n007-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 September 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465016
1378043,Portrait of Frank G. Parkinson,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Artillery. Son of Mr. F. C. Parkinson (C.T.A. of Qld.),"Frank Gurney Parkinson, Service Number - 31020",Frank Gurney Parkinson,NAA person ID: 271201,RMS Orontes,19/12/1916,"Photograph appears on page 21 of 'The Australasian Traveller', Vol. 12, No. 8, 4 October 1916",Image number: 684723-v012n008-s0021-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465017
1378047,Portrait of Lieutenant V.T.S. Warry,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 25th Battalion, 7th Infantry Brigade. Killed in action,29th July. Son of Mr. R. S. Warry (Club Member, C.T.A. of Queensland).","Victor Thomas Symes Warry, Service Number - Second Lieutenant",Victor Thomas Warry,NAA person ID: 352574,HMAT Aeneas A60,29/06/1915,"Photograph appears on page 21 of 'The Australasian Traveller', Vol. 12, No. 8, 4 October 1916",Image number: 684723-v012n008-s0021-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465018
1378051,Portrait of Private Harold Bardwell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. F. J. Bardwell, (C.T.A. of Queensland).","Harold William Bardwell, Service Number - 2275",Harold William Bardwell,NAA person ID: 79989,HMAT Boonah A36,21/10/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 10, 6 December 1916",Image number: 684723-v012n010-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465019
1378055,Portrait of Edgar Baynes,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. Harry Baynes, (Club Member, C.T.A. of Queensland).","Edgar Baynes, Service Number - 2282",Edgar Baynes,NAA person ID: 84063,HMAT Rangatira A22,25/09/1914,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 10, 6 December 1916",Image number: 684723-v012n010-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465020
1378059,Portrait of Dr. M.J. Gallagher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A.M.C. Son of Mr. M. J. Gallagher (Full Member, C.T.A. of Queensland).","M.J. Gallagher, Service Number - Captain",n/a,NAA person ID: 178680,HMAT Star of England A15,8/05/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 10, 6 December 1916",Image number: 684723-v012n010-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465021
1378063,Portrait of Lieutenant R.H. Monteith,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. Harry Monteith, (Club Member, C.T.A. of Queensland).","Robert Henry Monteith, Service Number - Lieutenant/6595",Robert Henry Monteith,NAA person ID: 375246,SS Melbourne A36,12/06/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 10, 6 December 1916",Image number: 684723-v012n010-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465022
1378067,Portrait of Len B. Woolcock,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 3rd A.A.M.T. (Club Member, C.T.A. of Queensland).","Leonard Bruce Woolcock, Service Number - 13419",Leonard Bruce Woolcock,NAA person ID: 132234,HMAT Persic A34,22/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 10, 6 December 1916",Image number: 684723-v012n010-s0003-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465023
1378071,Portrait of Private C.L. Hallett,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full Member, C.T.A. of Qld.).","Charles Leonard Hallett, Service Number - 3147",Charles Leonard Hallett,NAA person ID: 184403,HMAT Demosthenes A64,22/12/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465024
1378075,Portrait of 2nd Lieutenant F.W. MacGibbon,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 6th Reinforcements, 41st Battalion. Younger son of Mr. F. W. MacGibbon, (C.T.A. of Queensland).","Frederick William MacGibbon, Service Number - Lieutenant",Frederick William MacGibbon,NAA person ID: 46902,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465025
1378079,Portrait of Corporal D. Eric Mactaggart,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Field Artillery. Son of Mr. D. Mactaggart, (Club Member, C.T.A. of Queensland).","Dan Eric MacTaggart, Service Number - 2nd Lieutenant/31905",Dan Eric Mactaggart,NAA person ID: 48489,RMS Osterley,10/02/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465026
1378083,Portrait of Robert S. McNab,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. John McNab, (Club Member, C.T.A. of Queensland).","Robert Stuart McNab, Service Number - 31921",Robert Stuart McNab,NAA person ID: 44886,RMS Osterley,10/02/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0003-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465027
1378087,Portrait of Private C.S. Mitchell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 14th Reinforcements, 25th Battalion. Now in training in England. Only son of Mr. J. M. Mitchell, (Club Member, C.T.A. of Queensland).","Charles Scott Mitchell, Service Number - 5376",Charles Scott Mitchell,NAA person ID: 245237,HMAT Itonus A50,8/08/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0003-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465028
1378091,Portrait of B.K. Twamley,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Heavy Siege Artillery. Son of Committeeman H. E. Twamly, (C.T.A. of Queensland).","Bert Keith Twamley, Service Number - 10",Bert Keith Twanley,NAA person ID: 367378,HMAT Orsova A67,17/07/1915,"Photograph appears on page 25 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0025-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465029
1378095,Portrait of Lieutenant Sydney E. Perkins,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 49th Battalion, A.I.F. Enlisted July, 1915. Now at Front in Belgium. Sons of Mr. E. A. Perkins, (Club Member C.T.A. of Queensland).","Sydney Edward Perkins, Service Number - Captain/7571",Sydney Edward Perks,NAA person ID: 274418,HMAT Beltana A72,9/11/1915,"Photograph appears on page 27 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0027-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465030
1378099,Portrait of Sergeant Herbert A. Perkins,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 1st A.D.A. Park, A.I.F. Promoted 17/8/15. Enlisted August, 1914. Two years in North of France. Sons of Mr. E. A. Perkins (Club Member C.T.A. of Queensland).","Herbert Algernon Perkins, Service Number - Lieutenant/1630",Herbert Algernon Perkins,NAA person ID: 278115,HMAT Ceramic A40,22/12/1914,"Photograph appears on page 27 of 'The Australasian Traveller', Vol. 12, No. 11, 6 January 1917",Image number: 684723-v012n011-s0027-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465031
1378103,Portrait of W.V. Langworthy,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): (Full member, C.T.A. of Queensland.)",n/a,n/a,n/a,n/a,n/a,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 12, No. 12, 3 February 1917",Image number: 684723-v012n012-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 February 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465032
1378107,Portrait of Private Harold Hodge,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Reinforcements, 52nd Battalion. Sons of Mr. R. Hodge, M.L.A. (Club Member, C.T.A. of Queensland).","Harold Frederick Hodge, Service Number - 3166",Harold Frederick Hodge,NAA person ID: 206516,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 12, 3 February 1917",Image number: 684723-v012n012-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 February 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465033
1378111,Portrait of Private Jack Hodge,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 9th Reinforcements, 52nd Battalion. Sons of Mr. R. Hodge, M.L.A. (Club Member, C.T.A. of Queensland).","John Hodge, Service Number - 3177",John Hodge,NAA person ID: 206871,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 12, 3 February 1917",Image number: 684723-v012n012-s0003-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 February 1917",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/465034
