id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22919636,[Acting Corporal Harold Harper],1917,reference in newspaper;portrait,"Killed in action 2 April 1917, France, aged 23  civilian locomotive fireman.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Harper, Harold George, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. d",http://nla.gov.au/nla.news-article87605185
b22919818,[Lance Corporal Herbert S. Conrad],1916,reference in newspaper;portrait,"In memoriam notice  Lance Corporal, 16th Battalion  eldest son of S. and E. Conrad of St. Peters  killed in action 2 May 1915 Quinn's Post  aged 32. Also served in the Boer War.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Conrad, Herbert Selmar, 1883-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. a  p. 40, col. b;Chronicle, 24 June 1916, p. 31, col. e",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87308564;http://nla.gov.au/nla.news-article87313023
b22919831,[Private Roy Wylie],1916,reference in newspaper;portrait,"Private, 16th Battalion  grandson of George and Harriet Wylie of Strathalbyn  killed in action 2 May 1915, Gallipoli, aged 20, previously reported missing.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Wylie, Roy, 1895-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. a;Chronicle, 3 June 1916, p. 41, col. e;Chronicle, 24 June 1916, p. 31, col. e",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87313299;http://nla.gov.au/nla.news-article87313023
b22919909,[Corporal Gilbert Munday],1916,reference in newspaper;portrait (17 June),"Corporal, 27th Battalion  son of Alfred and Melinda Munday of Crystal Brook  killed in action 5 May 1916, France, aged 25.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Munday, Gilbert C., 1890-1916;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. a;Chronicle, 10 June 1916, p. 43, col. b;Chronicle, 17 June 1916, p. 43, col. a",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87311795;http://nla.gov.au/nla.news-article87310181
b22919922,[Private J. O'Leary],1916,"reference in newspaper;portrait (27 May, p. 40)","In memoriam notices  Private, 16th Battalion  son of Ellen O'Leary of Mount Barker Junction  born 29 December 1889  killed in action 4 May 1915, Dardanelles.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","O'Leary, John, 1889-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. a  p. 40, col. d;Chronicle, 24 June 1916, p. 32, col. a",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87308564;http://nla.gov.au/nla.news-page8617291
b2292002x,[Clifford Gordon Cornwall],1916,reference in newspaper;portrait (3 June),"In memoriam notices  son of Mrs J. French of Norwood  previously reported missing  killed in action 2 May 1915, Gallipoli.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Cornwall, Clifford Gordon, 1887-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. b;Chronicle, 3 June 1916, p. 41, col. d;Chronicle, 24 June 1916, p. 31, col. e  p. 32, col. a",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87313299;http://nla.gov.au/nla.news-article87313023;http://nla.gov.au/nla.news-page8617291
b2292016x,[Private James Henry Jones],1916,reference in newspaper;portrait (3 June),"In memoriam notice  son of Mrs Jones of Torrensville  previously reported missing  killed in action 2 May 1915  aged 27.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Jones, James Henry, 1888-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 30, col. b;Chronicle, 3 June 1916, p. 41, col. d",http://nla.gov.au/nla.news-page8617069;http://nla.gov.au/nla.news-article87313299
b22920195,[Lance Corporal Lawrence Cutts],1916,reference in newspaper;portrait (27 May),"Lance Corporal  from Goodwood  killed in action 8 August 1915, Lonesome Pine, aged 20, previously reported missing  second son of C. E. Cutts.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Cutts, Lawrence Henry, 1895-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 36, col. c;Chronicle, 12 August 1916, p. 32, col. a",http://nla.gov.au/nla.news-article87308692;http://nla.gov.au/nla.news-page8617683
b22920286,[Lance Corporal Maxwell D. Harrington],1916,reference in newspaper;portrait,"Lance Corporal, 9th Light Horse Regiment  son of Mrs E.J. Harrington of Prospect  previously reported missing  died in action 29 August 1915.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Harrington, Maxwell David, 1888-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 40, col. a",http://nla.gov.au/nla.news-article87308564
b22920316,[Private Edward Sullivan],1916,reference in newspaper;portrait,"Private, 27th Battalion  third son of James Sullivan of Southwark  stockman  death due to accident 24 April 1916  aged 27.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Sullivan, Edward, -1916;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 40, col. b",http://nla.gov.au/nla.news-article87308564
b22920341,[Private Sydney Kinnear],1916,reference in newspaper;portrait,"Private, 27th Battalion  son of Mrs M. Kinnear of Queens Street, Adelaide  died of appendicitis 10 May 1916, France, aged 19.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Kinnear, Sydney Thomas Edward, 1897-1916;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 40, col. b",http://nla.gov.au/nla.news-article87308564
b2292050x,[Captain Clarence Rumball],1917,reference in newspaper;portrait (5 May),"Lieutenant, original 10th Battalion Gallipoli, as Captain awarded Military Cross  from Unley  railways paymaster, aged 24, third son of Mr and Mrs H.S. Rumball.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Rumball, Clarence, 1892-1979;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 43, col. c;Chronicle, 30 June 1917, p. 38, col. d",http://nla.gov.au/nla.news-article87605142;http://nla.gov.au/nla.news-article87608660
b22920511,[Private Edgar Lacey],1917,reference in newspaper;portrait,"Private  from Kadina  employed for several years at his uncle's farm at Brinkworth before moving to Farrell's Flat  one of three sons of Mr G. Lacey of Kadina (late of Terowie), brother of Private G.T. Lacey and Private P.S. Lacey (both on active service) and Mrs T. O'Connor, Kadina  killed in action 2 April 1917, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Lacey, Edgar Roy, 1889-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. d",http://nla.gov.au/nla.news-article87605184
b22920523,[Private J. Gleeson],1917,reference in newspaper;portrait (5 May),"Private  from Adelaide  killed in action 5 November 1916, France, aged 25, previously reported missing  son of Mr and Mrs Gleeson, brother of two enlisted men.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Gleeson, John, 1891-1916;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. d., e;Chronicle, 28 April 1917, p. 32, col. a;Chronicle, 10 November 1917, p. 12, col. e",http://nla.gov.au/nla.news-article87605183;http://nla.gov.au/nla.news-article87605248;http://nla.gov.au/nla.news-page8619784;http://nla.gov.au/nla.news-article87412432
b22920535,[Private Harold Dutton],1917,reference in newspaper;portrait (5 May),"Private  from Nailsworth  killed in action 5 November 1916, France, aged 23, previously reported missing  brother of Edie and Ethel.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Dutton, Harold M., 1893-1916;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. e;Chronicle, 10 November 1917, p. 12, col. d",http://nla.gov.au/nla.news-article87605182;http://nla.gov.au/nla.news-article87412432
b22920547,[Private H. Smythe],1917,reference in newspaper;portrait,"Son of Mrs Rainsford of Riverton  engineer  died of gunshot wounds in the back on 10 April 1917, 3rd Casualty Clearing Station, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Smythe, Harold, 1897-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. e",http://nla.gov.au/nla.news-article87605248
b22920559,[Private George Hinderwell],1917,reference in newspaper;portrait,"Private  of New Hindmarsh  killed in action 9 April 1917  son of Mr and Mrs E. Hinderwell.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Hinderwell, George, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 44, col. e",http://nla.gov.au/nla.news-article87605249
b22920560,[Private James Coverlid],1916,reference in newspaper;portrait,"Private, 16th Battalion  son of E. Coverlid of Kensington  killed in action 2 May 1915, Quinn's Post  aged 19.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Coverlid, James, 1895-1915;World War, 1914-1918 -- South Australia","Chronicle, 27 May 1916, p. 40, col. d",http://nla.gov.au/nla.news-article87308564
b22920626,[Private Gordon McKenzie],1917,reference in newspaper;portrait,"Private, 32nd Battalion  eldest son of Mr & Mrs J. McKenzie, Orroroo  killed in action 20 July 1916 France, previously reported missing, aged 25.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","McKenzie, John Gordon, 1890-1916;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. a",http://nla.gov.au/nla.news-article87605251
b22920638,[Private F. Thulborn],1917,reference in newspaper;portrait,"Died of wounds 3 April 1917  brother of Mrs J. N. Brice of Quorn.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Thulborn, Frederick Patrick, 1896-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. a",http://nla.gov.au/nla.news-article87605252
b2292064x,[Private W. Williams],1917,reference in newspaper;portrait,"Private, 43rd Battalion  married with 3 children, employed by Pengilly & Co  killed in action 13 March 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Williams, William John, 1880-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. a",http://nla.gov.au/nla.news-article87605253
b22920651,[Corporal William Jackaman],1917,reference in newspaper;portrait,"Corporal, A Company 27th Battalion  second son of Mr S.T. Jackaman, Broken Hill  ganger on East-West Railway  killed in action 5 November 1916, France, previously reported missing, aged 30.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Jackaman, William Robert, 1886-1916;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. b",http://nla.gov.au/nla.news-article87605254
b22920663,[Lance Corporal J. Brakenridge],1917,reference in newspaper;portrait,"Lance Corporal, Reinforcements 10th Battalion then 5th Battalion  fifth son of Mr & Mrs A. Brakenridge, Port Pirie  killed in action 2 April 1917, France, aged 32.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Brakenridge, John Stewart, 1885-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. b",http://nla.gov.au/nla.news-article87605246
b22920675,[Private Leslie Edgar],1917,reference in newspaper;portrait,"Youngest son of Mrs J. Edgar, Adelaide  killed in action 2 April 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Edgar, Leslie, -1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. b",http://nla.gov.au/nla.news-article87605245
b22920687,[Private L. Eglinton],1917,reference in newspaper;portrait,"Fifth son of Mr and Mrs T. Eglinton, Forest Range  killed in action 2 April 1917, aged 22.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Eglinton, Lawrence, 1894-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. b",http://nla.gov.au/nla.news-article87605247
b22920699,[Lance Corporal A. Gilbert],1917,reference in newspaper;portrait,"Youngest son of Mr and Mrs G.B. Gilbert, Railwaytown, Broken Hill  killed in action 2 April 1917, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Gilbert, Arthur Hubert, 1891-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. c",http://nla.gov.au/nla.news-article87605228
b22920705,[Private W. Bath],1917,reference in newspaper;portrait,"Private, Machine Gun Company  eldest son of Mr & Mrs W. A. Bath, Parkside  cabinetmaker  killed in action 2 April 1917, France.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Bath, William Edward, 1895-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. c",http://nla.gov.au/nla.news-article87605229
b22920717,[Private J. Hogan],1917,reference in newspaper;portrait (5 May),"Private, Reinforcements 10th Battalion  from Port Augusta  killed in action 2 April 1917, France  eldest son of Mrs C.F. Hogan, Hyde Park, brother of J.L. Hogan, grandson of the late Sergeant-Major Hogan (Crimean War veteran).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Hogan, John Francis, 1882-1917;World War, 1914-1918 -- South Australia","Chronicle, 28 April 1917, p. 32, col. a;Chronicle, 5 May 1917, p. 45, col. c",http://nla.gov.au/nla.news-page8619784;http://nla.gov.au/nla.news-article87605226
b22920729,[Sergeant J. Pearse],1917,reference in newspaper;portrait,"Eldest son of Mrs and the late Mr Pearse of Subiaco  killed in action 19 July 1916, buried at Eaton Hall Cemetery, Armentieres  aged 25.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Pearse, John, 1891-1916;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. c",http://nla.gov.au/nla.news-article87605227
b22920730,[Private T. Matthews],1917,reference in newspaper;portrait,"Private, Reinforcements 27th Battalion  killed in action 3 November 1916, previously reported missing, aged 27  farmer, fourth son of Mrs L.M. Matthews and the late Mr E.U. Matthews of Karoonda.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Matthews, Thomas Roy, 1889-1916;World War, 1914-1918 -- South Australia","Chronicle, 7 April 1917, p. 45, col. a;Chronicle, 5 May 1917, p. 45, col. d",http://nla.gov.au/nla.news-article87439285;http://nla.gov.au/nla.news-article87605232
b22920742,[Lance Corporal C. Noel],1917,reference in newspaper;portrait,"Lance Corporal, 51st Battalion  bank officer of Albany  died of wound to leg.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Noel, Claude Hamilton, 1897-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. d",http://nla.gov.au/nla.news-article87605233
b22920754,[Private Ernest Kenneth],1917,reference in newspaper;portrait,"Private, 10th Battalion  from Glanville  died of sickness 31 March 1917  youngest son of the late Mr David and Ann Kenneth, brother of Mrs G.A. Lawson.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Kenneth, Ernest, 1897-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. d",http://nla.gov.au/nla.news-article87605230
b2292078x,[Private J. Earls],1917,reference in newspaper;portrait (12 May),"Third son of Mrs Earls, Callington  killed in action 2 April 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Earls, Joseph James, 1886-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. e;Chronicle, 12 May 1917, p. 46, col. b",http://nla.gov.au/nla.news-article87605285;http://nla.gov.au/nla.news-article87602943
b22920857,[Sergeant Henry Cheney],1917,reference in newspaper;portrait (2 June),"Sergeant, 50th Battalion  from Mitcham  killed in action, 2 April 1917, France, aged 26  brother of Lieut. E.L. Cheney, Mrs J. Brailey, Miss M. Cheney.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Cheney, Henry Arundel, 1890-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. e;Chronicle, 2 June 1917, p. 39, col. a",http://nla.gov.au/nla.news-article87605299;http://nla.gov.au/nla.news-article87603711
b22920882,[Francis Russell (Frank) Webb],1916,reference in newspaper;portrait (10 June),"Third son of the late William Bindley Webb of Port Adelaide and J.R. Webb of Subiaco, Western Australia  late of Adelaide  previously reported missing  killed in action 2 May 1915  aged 35.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Webb, Francis Russell, 1879-1915;World War, 1914-1918 -- South Australia","Chronicle, 3 June 1916, p. 31, col. d;Chronicle, 10 June 1916, p. 43, col. b;Chronicle, 24 June 1916, p. 31, col. e",http://nla.gov.au/nla.news-article87313581;http://nla.gov.au/nla.news-article87311799;http://nla.gov.au/nla.news-article87313023
b22920894,[Corporal Douglas Freeman],1917,reference in newspaper;portrait (12 May),"Corporal, 50th Battalion  from Gawler East  killed in action, 2 April 1917, France, aged 19  apprentice dentist  son of Mr and Mrs Ernest Freeman.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Freeman, Douglas James, 1897-1917;World War, 1914-1918 -- South Australia","Chronicle, 5 May 1917, p. 45, col. e;Chronicle, 12 May 1917, p. 44, col. b",http://nla.gov.au/nla.news-article87605295;http://nla.gov.au/nla.news-article87602956
